Open,High,Low,Close,Volume,Dividends,Stock Splits
183.09303209854838,186.03859323945602,182.9238626911125,185.94903564453125,64885400,0.0,0.0
178.98316607734097,186.4167503347965,178.37613927772276,184.9439697265625,102518000,0.0,0.0
187.23273981487074,188.3273832549743,184.9340037750539,186.76502990722656,69668800,0.0,0.0
185.94902917871246,188.38708201253658,185.8594715869018,188.37713623046875,43490800,0.0,0.0
189.71060210551596,190.118606941087,187.69049986083044,188.48660278320312,53439000,0.0,0.0
188.46669218310572,188.6159548348253,186.4366441977198,187.40191650390625,40962000,0.0,0.0
187.96985257532495,189.30503301755343,187.3222021069975,188.1691436767578,45155200,0.24,0.0
187.7406910525987,187.9897897322466,186.1165627960856,186.4752655029297,41781900,0.0,0.0
185.10024282819998,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0
184.6518638454696,184.8610982078661,181.78224238811126,183.48606872558594,54630500,0.0,0.0
182.88824837462906,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0
182.75869330174024,184.18354546694673,181.0150027746939,181.65269470214844,49701400,0.0,0.0
181.134577279735,181.77226924950583,179.3510375405212,180.90541076660156,53665600,0.0,0.0
181.28405435734408,182.23062628266825,180.00867035619171,181.66268920898438,41529700,0.0,0.0
182.81850104532418,184.29317619439553,181.80218936609842,183.70529174804688,52292200,0.0,0.0
184.3429666556088,184.37285727847149,181.57299077597804,181.86195373535156,45119700,0.0,0.0
181.5829745492965,182.10108884357552,179.99869543060538,180.50686645507812,40867400,0.0,0.0
180.4470750372319,183.25690001064538,178.9126187804792,181.9715576171875,54318900,0.0,0.0
181.8519814326113,182.45978277503792,179.48057251285755,180.7659149169922,48953900,0.0,0.0
180.6164570963822,181.91177314365308,178.88272498353265,180.09832763671875,136682600,0.0,0.0
178.90267929522304,179.87914188711767,176.74050452556773,179.0122833251953,73488000,0.0,0.0
175.51490641269265,176.26220237846417,173.16341449891394,174.4687042236328,81510100,0.0,0.0
170.14436011546877,171.4197441647657,169.00847072144566,169.5066680908203,95132400,0.0,0.0
170.44326190896186,170.6226208472031,168.0718378391885,168.51025390625,68587700,0.0,0.0
168.5401544147667,170.1144598371159,167.8825454793763,168.3907012939453,71765100,0.0,0.0
168.39069767067738,173.0737495355564,168.33091642363513,170.1144561767578,76114600,0.0,0.0
172.31649942978052,173.75131021022753,171.42970876738985,172.12718200683594,60139500,0.0,0.0
172.52572483722957,173.40255698056936,170.39344092810595,172.60543823242188,59825400,0.0,0.0
172.14710231151471,172.5655862263849,170.1443394000517,170.5130157470703,52488700,0.0,0.0
172.286609864896,173.68155635236576,171.4297098215142,172.37628173828125,72913500,0.0,0.0
170.5528808562992,171.99765014648438,169.6760486454164,171.99765014648438,121664700,0.0,0.0
174.93702524630143,177.06930930187292,172.89441306506424,173.09368896484375,75604200,0.0,0.0
173.71142786519002,175.97324782453558,172.4061533947111,175.44515991210938,55215200,0.0,0.0
175.08647190626633,178.0258331298828,174.45873840154812,178.0258331298828,53423100,0.0,0.0
176.41168117904223,176.8500972709565,170.22406352502733,170.7521514892578,106181300,0.0,0.0
171.14074502028382,172.42610267352754,169.44687710249696,171.65887451171875,71106600,0.0,0.0
169.9550500090239,171.32010587263267,168.83907761478048,170.23403930664062,54288300,0.0,0.0
169.38709229314748,170.80197088667242,168.96860836017046,169.09814453125,57388400,0.0,0.0
169.79562681694486,172.97412838637234,169.4967053620682,172.68516540527344,60273300,0.0,0.0
171.1307861915964,171.60905138066403,169.8952513157474,170.86175537109375,65672700,0.0,0.0
170.5727983430009,170.63257958791667,168.86895684402387,169.41697692871094,46240500,0.0,0.0
168.4704023866532,168.7294595117456,167.62346088712874,168.23126220703125,49329500,0.0,0.0
168.1814453345995,170.0646306043195,167.97221097339488,169.03834533691406,47691700,0.0,0.0
169.676035612487,171.30016373186453,168.2113494873047,168.2113494873047,53704400,0.0,0.0
168.97857114439864,169.77568993392828,168.3408791535302,168.96861267089844,42055200,0.0,0.0
168.42059262733576,168.58997789957206,167.6334475147346,167.84268188476562,37425500,0.0,0.0
168.09176931793073,169.46679875844995,167.74304032326918,169.0582733154297,42451200,0.0,0.0
168.19142141332685,168.48036917466098,166.50751200767976,167.1750946044922,49709300,0.0,0.0
167.73307888899373,174.8274194382653,167.55373514215378,174.40892028808594,91070300,0.0,0.0
173.63173034934167,177.71695459263955,173.58192277868224,175.91348266601562,101593300,0.0,0.0
174.7277545222084,175.9931798985106,171.8780654093003,172.0673828125,73531800,0.0,0.0
171.1307833718662,173.13353117115574,167.6633342016507,168.7693328857422,73711200,0.0,0.0
168.99849837401,170.0347421275801,167.39430236816406,167.39430236816406,50901200,0.0,0.0
167.42419559851692,168.0319969568735,165.9495357403214,166.43775939941406,43122900,0.0,0.0
165.610765092168,165.80006730864108,163.48843957599198,164.40512084960938,67772100,0.0,0.0
164.9232423149658,166.65695922918923,164.17594634744867,165.24208068847656,48116400,0.0,0.0
164.75386398167788,166.44773187185876,164.32540636965405,166.2982635498047,49537800,0.0,0.0
165.93955957507254,168.68961856026672,165.61076271741103,168.41062927246094,48251800,0.0,0.0
168.91879363485126,169.9949017439694,167.54376407257087,169.27749633789062,50558300,0.0,0.0
169.26753170576032,170.72225941243215,168.57004327249933,168.6896209716797,44838400,0.0,0.0
172.74492977704497,175.39534310552878,172.47591417733986,172.8744659423828,68169400,0.0,0.0
172.7050959791447,174.3591148377481,169.38709978825105,169.71591186523438,65934800,0.0,0.0
168.96861026347364,172.08733045132695,168.50030355143892,168.6896209716797,50383100,0.0,0.0
171.8880442050533,172.7947670308616,170.27388965643632,172.4061737060547,94214900,0.0,0.0
185.9770408577792,186.32578503963057,182.0014362443012,182.71884155273438,163224100,0.0,0.0
181.6925778578994,183.5358989126904,179.76952819965473,181.0548858642578,78569700,0.0,0.0
182.78860333233249,184.23337259597065,180.66629297548113,181.7423858642578,77305800,0.0,0.0
182.19076551728074,182.40997355379537,180.79580390275353,182.08116149902344,45057100,0.0,0.0
181.90182360877466,183.99425867082294,181.45344901084354,183.9045867919922,48983000,0.0,0.0
184.48325715706596,184.67283136158454,181.7195112814573,182.63743591308594,50759500,0.25,0.0
185.0220348889267,186.67829703001243,184.2038757983674,185.86013793945312,72044800,0.0,0.0
187.0873746193062,187.87560260141976,185.87012310151908,187.00755310058594,52393600,0.0,0.0
187.48648604697289,190.2203008031565,186.9476945906926,189.2924041748047,70400000,0.0,0.0
190.04070957734746,190.66929452090585,189.23253763528552,189.41212463378906,52845200,0.0,0.0
189.08285791419516,190.3799308889647,188.7535998742954,189.44204711914062,41282900,0.0,0.0
188.90328335886426,191.48744227389747,188.58399727816297,190.6094207763672,44361300,0.0,0.0
190.65930352654095,192.295606563888,190.48968851208156,191.91647338867188,42309400,0.0,0.0
191.83664908760778,192.38541249371693,189.84115686495446,190.4697265625,34648500,0.0,0.0
190.54955125962866,190.5695104450197,186.20936473753514,186.45880126953125,51005900,0.0,0.0
188.3944296603675,190.15045735054443,187.61617368042806,189.5518035888672,36294600,0.0,0.0
191.07834591388357,192.56499305086223,188.6737894364844,189.56178283691406,52280100,0.0,0.0
189.18265440509,191.81670371975596,189.0828736970108,189.86111450195312,53068000,0.0,0.0
190.33005195445256,191.74684967437963,190.2003553062749,190.85885620117188,49947900,0.0,0.0
191.00850903182757,192.13596695656702,189.48195877103,191.81668090820312,75158300,0.0,0.0
